Anatomical Structures,Organ,is_watertight (T/F),number_of_tissue_blocks_registered_total_Lu_collision,number_of_datasets_with_ct_counts_for this_anatomical_structure,dataset_ids,number_of_existing_dataset_ids,existing_dataset_ids
VH_M_sigmoid_artery_a,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_coronary_sinus,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_inferior_ophthalmic_vein_R,VH_M_Blood_Vasculature,No,0,0,,0,
VH_M_posterior_segmental_right_hepatic_artery,VH_M_Blood_Vasculature,No,0,0,,0,
VH_M_left_common_carotid_artery_b,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_renal_vein_R,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_anterior_cardiac_vein,VH_M_Blood_Vasculature,No,0,0,,0,
VH_M_diagonal_branch_of_anterior_descending_branch_of_left_coronary_artery,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_internal_iliac_vein_R,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_central_retinal_artery_R,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_sigmoid_artery_b,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_proper_hepatic_artery,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_left_renal_artery,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_left_subclavian_artery_a,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_superior_vena_cava,VH_M_Blood_Vasculature,No,0,0,,0,
VH_M_sigmoid_vein,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_celiac_trunk,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_pulmonary_vein_R_inf,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_ileocolic_artery,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_brachiocephalic_artery_a,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_pulmonary_trunk,VH_M_Blood_Vasculature,No,0,0,,0,
VH_M_superior_ophthalmic_vein_R,VH_M_Blood_Vasculature,No,0,0,,0,
VH_M_right_marginal_artery,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_marginal_artery_of_Drummond,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_middle_colic_vein,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_inferior_mesenteric_vein,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_ileocolic_vein,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_inferior_vena_cava_a,VH_M_Blood_Vasculature,No,0,0,,0,
VH_M_right_colic_artery,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_splenic_artery,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_left_colic_vein,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_descending_aorta_a,VH_M_Blood_Vasculature,No,0,0,,0,
VH_M_right_coronary_artery,VH_M_Blood_Vasculature,No,0,0,,0,
VH_M_brachiocephalic_vein_L,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_middle_rectal_vein_R,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_left_hepatic_artery,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_posterior_vein_of_left_ventricle,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_middle_hepatic_vein,VH_M_Blood_Vasculature,No,0,0,,0,
VH_M_cystic_artery,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_left_marginal_branch,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_diagonal_branch_of_left_anterior_descending_artery,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_pulmonary_artery_R,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_small_cardiac_vein,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_aortic_arch,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_pulmonary_vein_L_sup,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_common_iliac_vein_L,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_inferior_mesenteric_artery,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_ascending_aorta,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_left_branch_of_portal_vein,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_ophthalmic_vein_R,VH_M_Blood_Vasculature,No,0,0,,0,
VH_M_central_retinal_artery_L,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_anterior_segmental_right_hepatic_artery,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_right_hepatic_vein,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_pulmonary_vein_L_inf,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_central_retinal_vein_L,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_descending_aorta_b,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_hepatic_portal_vein,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_superior_rectal_vein,VH_M_Blood_Vasculature,No,0,0,,0,
VH_M_opthalmic_artery_R,VH_M_Blood_Vasculature,No,0,0,,0,
VH_M_middle_rectal_vein_L,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_superior_ophthalmic_vein_L,VH_M_Blood_Vasculature,No,0,0,,0,
VH_M_oblique_vein_of_left_atrium,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_right_branch_of_portal_vein,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_left_common_carotid_artery_a,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_external_iliac_vein_R,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_central_retinal_vein_R,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_opthalmic_artery_L,VH_M_Blood_Vasculature,No,0,0,,0,
VH_M_right_renal_artery,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_middle_cardiac_vein,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_common_hepatic_artery,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_common_iliac_vein_R,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_external_iliac_vein_L,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_sigmoid_artery_c,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_inferior_vena_cava_b,VH_M_Blood_Vasculature,No,0,0,,0,
VH_M_middle_colic_artery,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_splenic_vein,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_right_posterior_descending_artery,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_left_hepatic_vein,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_internal_pudendal_vein_L,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_inferior_rectal_vein_L,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_pulmonary_vein_R_sup,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_inferior_rectal_vein_R,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_ophthalmic_vein_L,VH_M_Blood_Vasculature,No,0,0,,0,
VH_M_superior_mesenteric_artery,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_great_cardiac_vein,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_internal_iliac_vein_L,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_superior_mesenteric_vein,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_renal_vein_L,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_right_colic_vein,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_inferior_ophthalmic_vein_L,VH_M_Blood_Vasculature,No,0,0,,0,
VH_M_right_hepatic_artery,VH_M_Blood_Vasculature,No,0,0,,0,
VH_M_left_anterior_descending_artery,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_internal_pudendal_vein_R,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_brachiocephalic_artery_b,VH_M_Blood_Vasculature,No,0,0,,0,
VH_M_left_coronary_artery,VH_M_Blood_Vasculature,No,0,0,,0,
VH_M_pulmonary_artery_L,VH_M_Blood_Vasculature,No,0,0,,0,
VH_M_inferior_pancreaticoduodenal_vein,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_left_subclavian_artery_b,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_middle_hepatic_artery_branch_of_left_hepatic_artery,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_portal_vein,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_M_cystic_vein,VH_M_Blood_Vasculature,Yes,0,0,,0,
VH_F_transverse_colon,SBU_F_Intestine_Large,No,5,13,"HBM469.MMFJ.248,HBM488.XJKW.383,HBM924.ZPQN.563,HBM974.CTTF.889,HBM398.THRG.589,HBM782.XQRG.998,HBM978.CQCD.687,HBM756.GJDX.884,HBM875.RVTT.868,HBM366.MKJF.425,HBM322.TNGF.859,HBM688.DRXP.369,HBM588.GSHN.453",0,
VH_F_vermiform_appendix,SBU_F_Intestine_Large,No,0,0,,0,
VH_F_ascending_colon,SBU_F_Intestine_Large,No,5,13,"HBM954.PCBD.364,HBM488.XJKW.383,HBM366.TWHT.638,HBM924.ZPQN.563,HBM473.HNPK.434,HBM264.QCGR.632,HBM742.FKCG.594,HBM846.LZNC.567,HBM545.QLKW.543,HBM875.RVTT.868,HBM536.BHKD.628,HBM444.XJKC.552,HBM588.GSHN.453",0,
VH_F_sigmoid_colon,SBU_F_Intestine_Large,No,5,13,"HBM578.GHNR.755,HBM373.WHJW.659,HBM488.XJKW.383,HBM563.PTWZ.467,HBM924.ZPQN.563,HBM677.NWSV.346,HBM579.JKPM.857,HBM875.RVTT.868,HBM946.HHKL.578,HBM949.PNXL.623,HBM394.NMWZ.594,HBM588.GSHN.453,HBM733.SLXV.683",0,
VH_F_hepatic_flexure_of_colon,SBU_F_Intestine_Large,No,0,0,,0,
VH_F_caecum,SBU_F_Intestine_Large,No,5,13,"HBM954.PCBD.364,HBM488.XJKW.383,HBM366.TWHT.638,HBM924.ZPQN.563,HBM473.HNPK.434,HBM264.QCGR.632,HBM742.FKCG.594,HBM846.LZNC.567,HBM545.QLKW.543,HBM875.RVTT.868,HBM536.BHKD.628,HBM444.XJKC.552,HBM588.GSHN.453",0,
VH_F_descending_colon,SBU_F_Intestine_Large,No,5,12,"HBM726.DDNW.235,HBM488.XJKW.383,HBM874.FDKQ.476,HBM924.ZPQN.563,HBM529.QBXG.247,HBM283.XXQN.824,HBM454.ZWSD.895,HBM367.ZMBH.758,HBM875.RVTT.868,HBM823.KKKP.894,HBM338.HJRC.646,HBM588.GSHN.453",0,
VH_F_ileocecal_valve,SBU_F_Intestine_Large,No,0,0,,0,
VH_F_splenic_flexure_of_colon,SBU_F_Intestine_Large,No,0,0,,0,
VH_F_rectum,SBU_F_Intestine_Large,No,0,0,,0,
VH_F_corneo_scleral_junction_R,VH_F_Eye_R,Yes,0,0,,0,
VH_F_iris_R,VH_F_Eye_R,Yes,0,0,,0,
VH_F_ciliary_muscle_R,VH_F_Eye_R,No,0,0,,0,
VH_F_bulbar_conjunctiva_R,VH_F_Eye_R,No,0,0,,0,
VH_F_palpebral_conjunctiva_of_right_upper_eyelid,VH_F_Eye_R,Yes,0,0,,0,
VH_F_aqueous_humor_R,VH_F_Eye_R,No,0,0,,0,
VH_F_trabecular_meshwork_R,VH_F_Eye_R,Yes,0,0,,0,
VH_F_optic_disc_R,VH_F_Eye_R,No,0,0,,0,
VH_F_vitreous_humor_R,VH_F_Eye_R,Yes,0,0,,0,
VH_F_cornea_R,VH_F_Eye_R,Yes,0,0,,0,
VH_F_macula_lutea_R,VH_F_Eye_R,Yes,0,0,,0,
VH_F_ora_serrata_of_retina_R,VH_F_Eye_R,No,0,0,,0,
VH_F_optic_choroid_R,VH_F_Eye_R,Yes,0,0,,0,
VH_F_retina_R,VH_F_Eye_R,Yes,0,0,,0,
VH_F_pupil_R,VH_F_Eye_R,No,0,0,,0,
VH_F_sclera_R,VH_F_Eye_R,Yes,0,0,,0,
VH_F_ciliary_processes_R,VH_F_Eye_R,No,0,0,,0,
VH_F_palpebral_conjunctiva_of_right_lower_eyelid,VH_F_Eye_R,No,0,0,,0,
VH_F_suspensory_ligament_of_lens_R,VH_F_Eye_R,Yes,0,0,,0,
VH_F_lens_R,VH_F_Eye_R,Yes,0,0,,0,
VH_F_ciliary_body_R,VH_F_Eye_R,Yes,0,0,,0,
VH_F_fovea_R,VH_F_Eye_R,Yes,0,0,,0,
VH_F_schlemms_canal_R,VH_F_Eye_R,Yes,0,0,,0,
VH_F_right_posterior_basal_bronchopulmonary_segment,VH_F_Lung,Yes,0,0,,0,
VH_F_hilum_R,VH_F_Lung,No,0,0,,0,
VH_F_left_anterior_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_hilum_lower_L,VH_F_Lung,No,0,0,,0,
VH_F_left_apical_bronchopulmonary_segment,VH_F_Lung,Yes,0,0,,0,
VH_F_right_superior_lobar_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_carina,VH_F_Lung,Yes,0,0,,0,
VH_F_hilum_upper_R,VH_F_Lung,No,0,0,,0,
VH_F_left_inferior_lobar_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_left_anterior_basal_bronchus,VH_F_Lung,No,0,0,,0,
VH_F_hilum_middle_R,VH_F_Lung,Yes,0,0,,0,
VH_F_right_apical_bronchopulmonary_segment,VH_F_Lung,Yes,0,0,,0,
VH_F_left_posterior_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_bronchial_cartilage,VH_F_Lung,No,0,0,,0,
VH_F_right_medial_basal_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_left_lingula_inferior_bronchi,VH_F_Lung,No,0,0,,0,
VH_F_lingula_inferior_bronchopulmonary_segment,VH_F_Lung,No,0,0,,0,
VH_F_right_anterior_basal_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_lungs_left_main_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_left_apical_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_right_superior_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_left_superior_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_right_lateral_bronchopulmonary_segmennt,VH_F_Lung,Yes,0,0,,0,
VH_F_right_middle_lobar_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_right_main_lobar_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_right_posterior_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_right_superior_bronchopulmonary_segment,VH_F_Lung,No,0,0,,0,
VH_F_arytenoid_cartilage_R,VH_F_Lung,Yes,0,0,,0,
VH_F_right_posterior_basal_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_left_posterior_basal_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_epiglotic_cartilage,VH_F_Lung,Yes,0,0,,0,
VH_F_tracheal_cartilage,VH_F_Lung,No,0,0,,0,
VH_F_right_anterior_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_right_medial_bronchopulmonary_segment,VH_F_Lung,Yes,0,0,,0,
VH_F_right_medial_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_arytenoid_cartilage_L,VH_F_Lung,Yes,0,0,,0,
VH_F_left_anterior_basal_bronchopulmonary_segment,VH_F_Lung,No,0,0,,0,
VH_F_cricoid_cartilage,VH_F_Lung,Yes,0,0,,0,
VH_F_right_lateral_basal_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_left_superior_bronchopulmonary_segment,VH_F_Lung,Yes,0,0,,0,
VH_F_hilum_upper_L,VH_F_Lung,No,0,0,,0,
VH_F_left_posterior_bronchopulmonary_segment,VH_F_Lung,Yes,0,0,,0,
VH_F_lingula_superior_bronchopulmonary_segment,VH_F_Lung,Yes,0,0,,0,
VH_F_corniculate_cartilage_L,VH_F_Lung,Yes,0,0,,0,
VH_F_left_lateral_basal_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_left_posterior_basal_bronchopulmonary_segment,VH_F_Lung,No,0,0,,0,
VH_F_left_superior_lobar_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_right_apical_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_right_anterior_bronchopulmonary_segm,VH_F_Lung,No,0,0,,0,
VH_F_right_posterior_bronchopulmonary_segment,VH_F_Lung,Yes,0,0,,0,
VH_F_hilum_L,VH_F_Lung,No,0,0,,0,
VH_F_thyroid_cartilage,VH_F_Lung,Yes,0,0,,0,
VH_F_left_medial_basal_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_right_anterior_basal_bronchopulmonary_segment,VH_F_Lung,No,0,0,,0,
VH_F_right_lateral_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_left_anterior_bronchopulmonary_segment,VH_F_Lung,Yes,0,0,,0,
VH_F_hilum_lower_R,VH_F_Lung,No,0,0,,0,
VH_F_trachea,VH_F_Lung,No,0,0,,0,
VH_F_corniculate_cartilage_R,VH_F_Lung,Yes,0,0,,0,
VH_F_left_lateral_basal_bronchopulmonary_segment,VH_F_Lung,Yes,0,0,,0,
VH_F_left_medial_basal_bronchopulmonary_segment,VH_F_Lung,No,0,0,,0,
VH_F_right_inferior_lobar_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_right_medial_basal_bronchopulmonary_segment,VH_F_Lung,No,0,0,,0,
VH_F_left_lingula_superior_bronchus,VH_F_Lung,Yes,0,0,,0,
VH_F_right_lateral_basal_bronchopulmonary_segment,VH_F_Lung,No,0,0,,0,
